,IndiaStates,NIC_Name,Main_Workers__Total___Persons,Main_Workers__Total__Males,Main_Workers__Total__Females,Main_Workers__Rural___Persons,Main_Workers__Rural__Males,Main_Workers__Rural__Females,Main_Workers__Urban___Persons,Main_Workers__Urban__Males,Main_Workers__Urban__Females,Marginal_Workers__Total___Persons,Marginal_Workers__Total__Males,Marginal_Workers__Total__Females,Marginal_Workers__Rural___Persons,Marginal_Workers__Rural__Males,Marginal_Workers__Rural__Females,Marginal_Workers__Urban___Persons,Marginal_Workers__Urban__Males,Marginal_Workers__Urban__Females,TotalWorkers,MaleFemaleRatio,Latitude,Longitude
76781,STATE - MAHARASHTRA,Support activities for other mining and quarrying,18,18,0,6,6,0,12,12,0,12,6,6,12,6,6,0,0,0,30,18,22.65423406060606,82.20022463636361
76782,STATE - MAHARASHTRA,Support activities for other mining and quarrying,18,18,0,6,6,0,12,12,0,12,6,6,12,6,6,0,0,0,30,18,22.65423406060606,82.20022463636361
76783,STATE - MAHARASHTRA,Manufacture of food products,37216,26723,10493,16916,12807,4109,20300,13916,6384,5813,3038,2775,3235,1880,1355,2578,1158,1420,43029,2.546745449347184,22.65423406060606,82.20022463636361
76784,STATE - MAHARASHTRA,Processing and preserving of meat,1280,975,305,669,452,217,611,523,88,172,86,86,136,66,70,36,20,16,1452,3.19672131147541,22.65423406060606,82.20022463636361
76785,STATE - MAHARASHTRA,Processing and preserving of meat,1280,975,305,669,452,217,611,523,88,172,86,86,136,66,70,36,20,16,1452,3.19672131147541,22.65423406060606,82.20022463636361
76786,STATE - MAHARASHTRA,"Processing and preserving of fish, crustaceans and molluscs",149,105,44,86,56,30,63,49,14,24,21,3,19,16,3,5,5,0,173,2.386363636363636,22.65423406060606,82.20022463636361
76787,STATE - MAHARASHTRA,"Processing and preserving of fish, crustaceans and molluscs and",149,105,44,86,56,30,63,49,14,24,21,3,19,16,3,5,5,0,173,2.386363636363636,22.65423406060606,82.20022463636361
76788,STATE - MAHARASHTRA,Processing and preserving of fruit and vegetables,1241,804,437,539,366,173,702,438,264,253,144,109,102,54,48,151,90,61,1494,1.839816933638444,22.65423406060606,82.20022463636361
76789,STATE - MAHARASHTRA,Processing and preserving of fruit and vegetables,1241,804,437,539,366,173,702,438,264,253,144,109,102,54,48,151,90,61,1494,1.839816933638444,22.65423406060606,82.20022463636361
76790,STATE - MAHARASHTRA,Manufacture of vegetable and animal oils and fats,1380,1170,210,448,376,72,932,794,138,102,83,19,37,30,7,65,53,12,1482,5.571428571428571,22.65423406060606,82.20022463636361
76791,STATE - MAHARASHTRA,Manufacture of vegetable and animal oils and fats,1380,1170,210,448,376,72,932,794,138,102,83,19,37,30,7,65,53,12,1482,5.571428571428571,22.65423406060606,82.20022463636361
76792,STATE - MAHARASHTRA,Manufacture of dairy products,3737,2943,794,1716,1237,479,2021,1706,315,772,413,359,517,248,269,255,165,90,4509,3.706549118387909,22.65423406060606,82.20022463636361
76793,STATE - MAHARASHTRA,Manufacture of dairy products,3737,2943,794,1716,1237,479,2021,1706,315,772,413,359,517,248,269,255,165,90,4509,3.706549118387909,22.65423406060606,82.20022463636361
76794,STATE - MAHARASHTRA,"Manufacture of grain mill products, starches and starch products",5141,4118,1023,1745,1339,406,3396,2779,617,469,292,177,219,123,96,250,169,81,5610,4.025415444770284,22.65423406060606,82.20022463636361
76795,STATE - MAHARASHTRA,Manufacture of grain mill products,5093,4072,1021,1719,1313,406,3374,2759,615,460,286,174,219,123,96,241,163,78,5553,3.988246816846229,22.65423406060606,82.20022463636361
76796,STATE - MAHARASHTRA,Manufacture of starches and starch products,48,46,2,26,26,0,22,20,2,9,6,3,0,0,0,9,6,3,57,23,22.65423406060606,82.20022463636361
76797,STATE - MAHARASHTRA,Manufacture of other food products,24227,16553,7674,11672,8946,2726,12555,7607,4948,4021,1999,2022,2205,1343,862,1816,656,1160,28248,2.15702371644514,22.65423406060606,82.20022463636361
76798,STATE - MAHARASHTRA,Manufacture of bakery products,2094,1659,435,424,361,63,1670,1298,372,183,131,52,45,39,6,138,92,46,2277,3.813793103448276,22.65423406060606,82.20022463636361
76799,STATE - MAHARASHTRA,Manufacture of sugar,7491,6496,995,6447,5564,883,1044,932,112,1344,949,395,1206,856,350,138,93,45,8835,6.528643216080402,22.65423406060606,82.20022463636361
76800,STATE - MAHARASHTRA,"Manufacture of cocoa, chocolate and sugar confectionery",1175,780,395,229,165,64,946,615,331,156,64,92,38,30,8,118,34,84,1331,1.9746835443037976,22.65423406060606,82.20022463636361
76801,STATE - MAHARASHTRA,"Manufacture of macaroni, noodles, couscous and similar farinaceous",59,35,24,12,9,3,47,26,21,7,5,2,0,0,0,7,5,2,66,1.4583333333333333,22.65423406060606,82.20022463636361
76802,STATE - MAHARASHTRA,Manufacture of prepared meals and dishes,6888,4637,2251,2831,2008,823,4057,2629,1428,1061,544,517,482,265,217,579,279,300,7949,2.05997334517992,22.65423406060606,82.20022463636361
76803,STATE - MAHARASHTRA,Manufacture of other food products n.e.c.,6520,2946,3574,1729,839,890,4791,2107,2684,1270,306,964,434,153,281,836,153,683,7790,0.8242865137101287,22.65423406060606,82.20022463636361
76804,STATE - MAHARASHTRA,Manufacture of prepared animal feeds,61,55,6,41,35,6,20,20,0,0,0,0,0,0,0,0,0,0,61,9.166666666666666,22.65423406060606,82.20022463636361
76805,STATE - MAHARASHTRA,Manufacture of prepared animal feeds,61,55,6,41,35,6,20,20,0,0,0,0,0,0,0,0,0,0,61,9.166666666666666,22.65423406060606,82.20022463636361
